,Course Alias,Course Name,Difficulty,Instructor Access,Interest Score,Readings Value,Work Required
7892,SOCI-436,CULT ARTS & MEDIA URBAN,3.1,3.1,3.0,3.1,3.5
7893,ANTH-437,CULTURAL MODELS & HEALTH,2.35,3.52,2.83,2.65,2.36
7894,ASAM-109,IMAGES OF AS-AM IN MEDIA,1.8,2.96,3.49,2.58,2.35
7895,COMM-481,SOCIAL NETWORKS,3.09,2.71,2.69,2.88,3.69
7896,HSOC-150,AMERICAN HEALTH POLICY,2.64,3.17,2.95,2.7,2.86
7897,HSOC-260,SOC DETERMINANTS HLTH CR,2.3,3.56,3.24,3.13,2.45
7898,HSSC-532,MEDICALIZATION:HISTORY,2.6,3.9,3.5,3.4,2.8
7899,URBS-253,Cities Suburbs and Their Regions,2.32,3.45,3.43,2.72,2.35
7900,ASAM-201,IMMIGRANT URBAN LABOR IN THE U.S.,2.07,3.06,3.19,3.21,2.42
7901,CRIM-280,NEIGHBRHD DYN. OF CRIME,2.11,2.85,2.3,2.3,2.29
7902,SOCI-266,LATINOS IN UNITED STATES: Latinos in the United States,2.15,3.06,3.18,3.16,2.3
7903,SOCI-252,HUMAN RIGHTS,2.27,2.09,2.73,2.55,2.1
7904,ITAL-300,ITAL HISTORY/ITAL FILM,2.11,3.44,3.06,2.46,2.06
7905,NURS-134,HEALTH & SOCIAL POLICY,2.04,2.03,2.79,2.74,1.89
7906,AFRC-387,TPCS IN AFRICANA STUDIES: The Black Body and the Lens,2.72,3.31,3.53,3.07,2.92
7907,COMM-270,GLOBAL DIGITAL ACTIVISM,1.33,3.08,2.5,1.92,1.75
7908,GSWS-322,TRANSGENDER QUERIES: Advanced Topics: Gender & Sexuality Studies,2.47,2.67,2.95,3.33,2.77
7909,URBS-010,HOMELSSNSS & URB INEQUAL,2.5,2.9,3.03,2.44,2.66
7910,MGMT-104,INDUS REL & HUM RES MGMT,2.14,2.94,2.43,2.15,2.29
7911,SPAN-110,ELEMENTARY SPANISH,1.87,3.43,3.45,3.15,1.69
7912,SPAN-120,ELEMENTARY SPANISH,4.0,3.4,3.31,3.11,1.65
7913,SPAN-121,ELEMENTARY SPANISH,2.26,3.44,3.48,3.11,1.6
7914,SPAN-130,INTERMEDIATE SPANISH,2.28,3.38,3.29,3.02,1.39
7915,SPAN-140,INTERMEDIATE SPANISH,2.68,3.28,3.18,3.05,1.29
7916,SPAN-202,ADVANCED SPANISH,2.38,3.37,3.39,3.33,1.9
7917,SPAN-208,BUSINESS SPANISH I,2.27,3.49,3.48,3.36,1.38
7918,SPAN-212,ADV SPANISH SYNTAX,2.47,3.52,3.34,3.17,1.65
7919,SPAN-219,TEXTS AND CONTEXTS,2.78,3.61,3.16,2.94,2.64
7920,SPAN-319,HIST OF SPANISH LANGUAGE,2.32,3.68,3.4,2.08,1.93
7921,SPAN-337,THE MEDIEV IBERIAN TEXT: Jews Moors & Indians in a Chrstn Empr-Ethnic Conflict in Erly Hisp Cltr,2.69,3.42,2.6,2.79,2.88
7922,SPAN-357,SATIRE IN SPAIN GLDN AGE,2.59,3.33,2.39,1.86,3.0
7923,SPAN-386,STUDIES IN SPAN CULTURE: INTRO TO SPAN SCREENWRTG,2.32,3.53,3.2,2.94,2.48
7924,SPAN-390,INTRO SPAN AMER LIT: LITERATURA E HISTORIA,2.31,3.2,3.07,3.27,2.5
7925,SPAN-391,SPAN AMER POETRY: JORGE L BORGES IN CONTXT,2.1,3.14,2.94,3.55,1.96
7926,SPAN-394,SPANISH AMERICAN FICTION: LATN AMER WOMEN WRITERS,2.41,3.41,3.15,3.24,2.66
7927,SPAN-396,STUDIES IN SPAN AM CULT.: MONSTRUOS Y MAQUINAS,2.37,3.41,3.0,3.01,2.57
7928,SPAN-401,CONFERENCE FOR MAJORS,2.46,3.8,2.89,3.34,2.46
7929,SPAN-134,ACCEL INTERMEDIATE SPAN,3.09,3.45,3.49,3.26,2.72
7930,SPAN-348,DON QUIJOTE,2.55,3.55,3.4,3.33,3.15
7931,SPAN-350,SPAN LIT OF GOLDEN AGE: Mystics Demoniacs and Virtual Realities,2.41,3.41,2.93,3.16,2.49
7932,SPAN-381,POETS / URBAN LANDSCAPE: Poets in an Urban Landscape,2.54,3.71,3.57,3.42,2.43
7933,SPAN-392,COLONIAL SPAN AM LITERAT: Body and Crossroads: Cultural Corporality and Encounters in the NewWorld,2.51,3.57,2.65,2.26,2.95
7934,SPAN-397,HIST SPAN AMER CULTURE: Discourse of Latin American Liberalism,2.47,3.48,3.16,3.14,2.67
7935,SPAN-225,EL ESPANOL EN EL MUNDO,2.21,3.67,3.37,2.79,2.21
7936,SPAN-317,SPAN PHONETICS & MORPH,2.21,3.61,3.33,2.26,1.85
7937,SPAN-380,CONTEMP SPANISH LIT: Federico Garcia Lorca and his Contemporaries,2.5,3.34,2.97,2.82,2.55
7938,SPAN-400,CONFERENCE COURSE/MAJORS,2.51,3.31,3.02,2.85,2.71
7939,SPAN-230,INTENSIVE CATALAN: CATALAN LANG & CULTURE,1.92,3.95,3.87,3.52,1.74
7940,SPAN-325,SPAN & ROMANCE LANGUAGES,2.46,3.38,2.98,2.06,2.77
7941,SPAN-360,ENLIGHTENMENT: Modern Spain: The Enlightenment and the Failure of the National Project,2.56,3.44,3.67,3.11,3.67
7942,SPAN-250,MAJ WORKS SPAN/LTAM LIT,2.27,3.17,2.83,3.1,2.2
7943,SPAN-395,HISPANIC THEATER: Theater of Liberation and Democracy,2.21,3.44,3.3,3.05,2.36
7944,SPAN-330,El Cid: Anatomy of a National Hero,2.29,3.6,3.26,3.09,2.51
7945,SPAN-354,SPAN NOVEL/17TH CENTURY: CERVANTES,3.06,3.09,2.39,2.0,3.55
7946,SPAN-373,SPANISH ROMANTICISM: ROMANTIC DRAMA OF SPAIN,2.48,3.2,3.41,3.53,2.43
7947,SPAN-221,EARLY HISP LIT & CULTURE: SPANISH SHORT STORY,2.34,3.63,3.15,3.38,2.58
7948,SPAN-285,INTRO TO SPANISH FILM,1.91,3.75,3.78,2.0,2.31
7949,SPAN-228,SPAIN AT WAR 1936-1939,2.08,4.0,3.67,2.75,2.25
7950,COLL-004,IMAGIN REPR & REALITY: Representing Medieval Florence: Space Sound & Text in the Age of Dante,2.54,2.31,2.28,2.05,2.36
7951,SPAN-226,Spanish Culture & Civilization - Penn-in-Alicante,2.63,3.17,2.55,2.85,2.58
7952,SPAN-227,Contemporary Spain: 1868-present - Penn-in-Alicante,2.72,3.13,3.45,1.57,2.76
7953,SPAN-287,INTRO-LATIN/AMER FILM: Mexican Film:  19th Century to the Present,1.9,3.57,3.57,2.5,2.58
7954,SPAN-232,BEG JUDEO-SPANISH II,2.0,4.0,4.0,4.0,2.0
7955,PRTG-240,BRAZILIAN MUSIC,2.01,3.48,3.32,3.0,2.29
7956,SPAN-224,Argentine Literature in a Cultural Context: Penn-in-Buenos Aires,2.81,3.65,3.17,3.57,3.02
7957,SPAN-326,Spanish Culture and Civilization: Penn-in-Alicante,2.46,3.42,2.85,2.71,3.0
7958,SPAN-209,BUSINESS SPANISH II,2.12,3.73,3.6,3.38,1.64
7959,SPAN-528,MOD SP & HISP AM: SPANISH AND LAT AM CINE,3.08,3.51,3.47,3.15,3.37
7960,SPAN-355,TOPICS IN SPANISH DRAMA,1.37,3.63,3.42,3.47,1.63
7961,SPAN-327,Contemporary Spain (from 1868 to the Present): Penn-in-Alicante,2.46,2.94,3.26,0.89,2.38
7962,SPAN-222,MOD HISP LIT & CULTURE: Dali Bunuel Lorca: Artisitic Identity of Spain Through 3 Contemporaries,2.32,3.31,3.01,2.98,2.38
7963,SPAN-223,PERSPECTIVES/SPANAM LIT: Giants Within Seeds: The Short Story in Latin America,2.42,3.57,3.37,2.84,2.65
7964,SPAN-590,SURVEY OF SPAN AM LIT: QUEER CARIBBEAN,2.0,3.8,3.6,3.0,2.8
7965,SPAN-205,Advanced Spanish for the Medical Professions,2.48,3.32,3.15,2.94,2.12
7966,SPAN-388,TPCS: SPAN/LTAM CINEMA: The Great Illusion:  Over a Century of Spanish Cinema,2.2,3.07,3.31,2.08,2.7
7967,SPAN-384,SPANISH NOVEL SINCE 1939: HISPANIC DETECTIVE NOVEL,2.21,3.17,2.79,3.16,2.24
7968,CINE-287,INTRO-LATIN/AMER FILM: Borders and Urban Dystopias in Contemporary Mexican Cinema 1990-2010,1.9,3.57,3.57,2.5,2.58
7969,COML-501,HISTORY LIT THEORY,3.07,3.52,3.26,3.25,3.12
7970,STAT-002,INTEGRAL METHODS,3.41,3.14,2.67,2.61,3.1
7971,STAT-101,INTRO BUSINESS STAT,3.01,2.76,2.26,2.11,2.84
7972,STAT-102,INTRO BUSINESS STAT,2.92,2.75,1.87,2.0,2.7
7973,STAT-111,LECTURE,2.5,2.81,2.2,2.23,2.37
7974,STAT-430,PROBABILITY,3.26,2.98,2.62,2.26,2.61
7975,STAT-431,MATHEMATICAL STATISTICS,2.89,2.96,2.19,2.31,2.73
7976,STAT-501,INT TO NONP & LOGLIN MOD,2.5,3.42,3.29,2.65,1.99
7977,STAT-511,STATISTICS,2.89,2.96,2.19,2.31,2.73
7978,STAT-541,STATISTICAL METHODS,2.6,3.41,3.32,2.85,2.43
7979,STAT-012,INTRO BUSINESS STAT,3.34,3.4,2.75,2.87,3.25
7980,STAT-112,INTRODUCTORY STATISTICS,2.51,3.08,2.32,2.04,2.41
7981,STAT-531,STOCHASTIC PROCESSES,3.61,3.18,2.7,2.73,3.24
7982,STAT-001,DIFFERENTIAL CALCULUS,2.73,2.15,1.28,1.69,2.62
7983,STAT-011,INTRO BUSINESS STAT,3.0,3.75,2.83,2.58,2.83
7984,STAT-500,APPLIED REG & ANALY VAR,2.24,3.35,3.29,2.32,1.83
7985,STAT-530,PROBABILITY,3.41,3.16,2.39,2.56,3.23
7986,STAT-550,MATHEMATICAL STATISTICS,2.86,3.6,2.84,2.84,2.93
7987,STAT-411,INTRO BUSINESS STAT,3.0,3.75,2.83,2.58,2.83
7988,STAT-434,FIN & ECON TIME SERIES,2.91,3.47,3.47,2.85,2.94
7989,STAT-433,STOCHASTIC PROCESSES,3.39,3.17,2.91,2.51,3.05
7990,STAT-512,MATHEMATICAL STATISTICS,2.76,3.75,3.49,2.9,2.76
7991,STAT-540,STAT METH & COMPUTATION,2.38,3.67,3.56,3.0,2.44
7992,STAT-521,APPLIED ECONOMETRICS II,2.71,3.79,2.81,2.82,2.63
7993,STAT-542,BAYESIAN METH & COMP,2.74,3.29,3.56,2.88,2.79
7994,STAT-551,INTRO TO LINEAR STAT MOD,3.67,3.78,3.44,3.11,3.11
7995,STAT-701,ADV STAT FOR MGMT,2.79,3.18,2.8,2.34,3.02
7996,STAT-956,FIN & ECON TIME SERIES,2.6,3.9,3.9,3.8,2.9
7997,MATH-547,STOCHASTIC PROCESSES,3.61,3.18,2.7,2.73,3.24
7998,MKTG-776,APPL PROB MODELS MKTG,3.88,3.45,3.61,2.75,3.76
7999,STAT-520,APPLIED ECONOMETRICS I,2.77,3.47,2.35,2.73,2.94
8000,STAT-608,STAT WAIVER PREPARATION,2.95,2.09,2.89,2.07,2.28
8001,STAT-611,MATH FOR BUS ANALYSIS,2.39,2.89,3.08,1.97,1.95
8002,STAT-622,STATISTICAL MODELING,2.93,3.38,3.38,2.63,2.62
8003,STAT-921,OBSERVATIONAL STUDIES,2.46,3.86,3.06,3.21,2.24
8004,MATH-546,ADVANCED PROBABILITY,3.64,3.73,3.86,3.32,3.55
8005,STAT-711,FORECASTING METHODS MGMT,2.58,3.35,1.87,2.25,2.43
8006,STAT-900,ADVANCED PROBABILITY: Probability and Optimal Choices,2.43,3.8,3.73,3.36,2.27
8007,STAT-928,STAT LEARNING THEORY,3.11,3.37,3.04,2.97,2.12
8008,MKTG-476,APPL PROB MODELS MKTG,3.5,3.36,3.84,3.09,3.32
8009,STAT-603,BASIC BUSINESS STATISTIC,2.22,3.54,3.24,2.68,1.89
8010,STAT-920,SAMPLE SURVEY METHODS,2.19,3.66,2.36,2.72,2.16
8011,STAT-925,MULTIVARIATE ANALY: METH,3.05,3.45,3.0,2.97,2.06
8012,STAT-955,STOCH CAL & FIN APPL,3.11,3.27,3.49,3.23,2.56
8013,INSR-251,FUNDAMENTALS OF ACI SCI,2.75,3.52,3.19,2.92,2.29
8014,INSR-253,ACTUARIAL STATISTICS,2.8,3.69,3.39,2.62,1.84
8015,STAT-474,MODERN REGRESSION,3.05,2.6,2.65,2.94,2.65
8016,INSR-452,FUND OF ACTUARIAL SCI II,3.24,3.71,3.53,3.13,1.94
8017,INSR-454,APPL STAT METHD FOR ACTU,2.64,3.5,2.05,2.0,2.36
8018,STAT-451,FUND OF ACTUARIAL SCI I,3.01,3.36,2.84,2.74,2.2
8019,STAT-453,ACTUARIAL STATISTICS,2.97,3.38,3.04,2.87,2.0
8020,STAT-552,ADV TOPICS IN MATH STAT,3.03,3.17,2.96,2.87,1.76
8021,STAT-926,MULTIVARIATE ANALY: METH: Multivariate Analysis: Methodology,2.07,3.09,3.33,3.04,1.7
8022,STAT-452,FUND OF ACTUARIAL SCI II,3.35,3.39,2.64,2.79,2.75
8023,STAT-454,APPL STAT METHD FOR ACTU,2.87,3.41,2.57,2.61,2.27
8024,STAT-950,QUANT CONSULTING SEM,2.88,3.38,3.5,2.86,3.13
8025,STAT-991,SEM IN ADV APPL OF STAT: Advance Research Topics,2.4,3.47,3.43,3.32,1.61
8026,STAT-470,DATA ANALY & STAT COMP: Data Analytics and Statistical Computing,2.03,2.82,2.56,2.32,1.85
8027,STAT-705,STAT COMPUTING WITH R: Statistical Computing with R,3.12,2.99,2.55,2.27,3.18
8028,STAT-722,PREDICTIVE ANALYTICS: Predictive Analytics for Business,2.94,3.17,1.75,2.08,2.88
8029,STAT-930,PROBABILITY,3.64,3.73,3.86,3.32,3.55
8030,STAT-970,MATHEMATICAL STATISTICS,2.36,3.82,3.18,3.27,2.55
8031,STAT-972,ADV TOPICS IN MATH STAT,2.73,3.6,3.45,3.45,2.18
8032,HSOC-002,HIV PREVT DEVL COUNTRIES,2.45,3.01,3.02,2.77,2.87
8033,HSOC-048,EPIDEMICS IN HISTORY,2.88,3.69,3.13,2.13,3.75
8034,HSOC-050,TREATM OF MENTAL ILLNESS: The Construction Prevention and Treatment of Mental Illness,2.44,3.35,2.82,2.79,2.46
8035,HSOC-260,SOC DETERMINANTS HLTH CR,2.3,3.56,3.24,3.13,2.45
8036,HSOC-430,DISEASE & SOCIETY,2.49,3.62,3.28,3.09,2.89
8037,PHIL-026,PHIL OF SPACE & TIME,1.96,3.04,2.8,2.7,1.39
8038,PHIL-425,PHIL OF SCIENCE,2.59,3.34,3.04,2.4,1.89
8039,RELS-116,SCIENCE MAGIC RELIGION,1.89,2.27,1.67,2.43,2.07
8040,SOCI-111,HEALTH OF POPULATIONS: The Health of Populations,2.22,3.27,2.68,2.47,2.16
8041,STSC-179,INTRO TO ENVRNTL HISTORY,2.45,3.6,3.09,3.06,2.9
8042,STSC-465,COMPUTERS ETHICS & SOCI,1.77,3.75,3.79,3.46,2.13
8043,STSC-001,EMERGENCE OF MODERN SCI,2.34,2.98,3.0,2.33,2.28
8044,STSC-009,WRITING SEMINAR IN STSC: HEALING NARRATIVES,2.35,3.17,2.82,3.06,2.56
8045,STSC-018,THE ORIGINS OF LIFE,2.66,1.85,1.02,2.27,2.4
8046,STSC-023,FRANKENSTEIN'S LIBRARY,2.44,3.31,3.25,2.75,2.63
8047,STSC-028,SCI MAGIC & RELIGION,1.89,2.27,1.67,2.43,2.07
8048,STSC-060,NERDS IN AMERICA,1.9,3.7,3.6,3.0,2.5
8049,STSC-081,ORIGINS SEXUAL DIFFERENC,3.25,3.5,2.42,2.92,3.25
8050,STSC-112,SCIENCE TECHNOLOGY & WAR,2.36,3.0,3.07,2.71,2.64
8051,STSC-135,MOD BIOL & SOC IMPLICATI,2.16,3.44,3.03,2.56,2.38
8052,STSC-145,COMPARATIVE MEDICINE,2.33,2.82,2.74,3.17,2.42
8053,STSC-160,THE INFORMATION AGE,2.22,3.15,3.13,2.62,2.12
8054,STSC-288,KNOW & SOCIAL STRUCTURE,1.71,2.89,2.51,2.73,1.81
8055,STSC-369,NANOTECHNOLOGY AND SOCIE,2.05,3.22,3.1,2.92,2.15
8056,STSC-428,GENETICS & SOCIAL POLICY,2.56,3.17,2.25,2.37,3.0
8057,GRMN-253,FREUD,2.44,3.26,3.28,2.62,2.71
8058,HSOC-008,POLITICS OF SEX & SCIENC,2.13,3.52,2.29,2.34,2.45
8059,HSOC-140,HISTORY OF BIOETHICS,2.1,3.36,3.31,3.0,2.42
8060,STSC-003,TECHNOLOGY & SOCIETY,2.26,3.28,3.09,2.64,2.34
8061,STSC-110,SCIENCE & LITERATURE,2.74,2.77,3.35,3.34,3.45
8062,STSC-182,SOC SCI & AMERICAN CULT,1.58,3.25,2.85,2.83,1.56
8063,GSOC-242,SCI OF SEX & SEXUALITY,2.82,3.62,3.65,3.15,3.07
8064,HSOC-010,HEALTH & SOCIETIES,2.49,3.04,2.92,2.7,3.12
8065,HSOC-206,HEALTH & DIS DEVEL WORLD,2.25,3.55,3.07,3.0,2.51
8066,HSOC-252,LAW AND MEDICINE,2.87,3.4,3.3,3.11,2.67
8067,HSOC-259,INTR COMPLE & ALTERN MED,1.79,3.14,3.11,2.67,1.94
8068,HSOC-420,RES SEM HEALTH & SOCIETY,2.86,3.42,3.09,2.06,3.43
8069,STSC-008,THE SCIENCE OF SPORT,2.13,3.3,2.65,2.18,2.35
8070,STSC-061,TEXT MESSAGE: From Telegraph to Cell Phone,1.93,3.81,3.51,2.71,2.42
8071,STSC-119,LABORATORY LIFE,1.5,3.75,2.5,2.25,1.75
8072,STSC-212,SCIENCE TECHNOLGY & WAR,2.36,3.21,3.51,2.8,2.65
8073,STSC-272,ENERGY IN AMER HIST,2.52,3.56,3.36,3.14,3.01
8074,STSC-319,SCIENCE IN CONTEXT,2.12,3.5,3.38,3.63,2.52
8075,ANTH-260,CULTURES OF SCIENCE&TECH,2.44,3.23,3.39,3.25,3.24
8076,HSOC-051,ETHICS TECH & LIFE SCI,2.09,3.73,3.64,2.91,1.64
8077,PHIL-226,PHILOSOPHY OF BIOLOGY,2.37,3.49,3.37,2.89,2.2
8078,STSC-021,FROM DARWIN TO DNA,2.46,2.67,2.96,2.92,2.54
8079,STSC-100,HIST OF AMERICAN SCIENCE,2.0,3.5,2.5,2.5,2.0
8080,STSC-260,CYBERCULTURE,2.11,3.46,3.5,3.07,2.31
8081,STSC-311,SCIENCEMEDICINE & MEDIA,2.07,3.13,2.42,2.55,3.1
8082,HSOC-381,NONSTRANGER VIOLENCE,2.38,3.76,3.29,3.0,2.63
8083,HSOC-471,GUNS & HEALTH,2.22,3.53,3.55,3.28,2.36
8084,STSC-052,SUPERMAN! HIST OF EUGENI,3.33,3.87,3.47,3.47,3.47
8085,STSC-088,WHO OWNS THE PAST,2.0,3.6,3.1,3.3,1.9
8086,STSC-378,GOING DIGITAL,2.5,4.0,3.67,3.33,2.5
8087,STSC-422,POLITICS & U.S. SCIN POL,2.33,3.5,2.5,3.0,2.17
8088,HIST-361,AMER POLITICS & SOCIETY,2.56,3.67,2.96,3.13,2.83
8089,PHIL-025,EVOL SCIENTIFIC THOUGHT: The Evolution of Scientific Thought,2.22,3.09,2.76,2.96,1.89
8090,STSC-163,TECH INNOVATION & BUSIN,1.75,3.63,3.38,3.0,2.14
8091,STSC-235,HISTORY OF BIOTECHNOLOGY: Science Industry and Society,2.0,2.86,2.71,3.0,2.29
8092,STSC-259,INTR COMPLE & ALTERN MED,1.79,3.14,3.11,2.67,1.94
8093,STSC-271,LAW ENVIRONMENT & TECHN,2.5,3.75,3.13,3.0,3.0
8094,STSC-301,SCIENCE AND RELIGION,3.0,4.0,4.0,3.75,3.5
8095,STSC-312,WEAPONS OF MASS DESTRUCT,2.38,3.55,3.47,2.9,2.92
8096,STSC-313,HUMAN NATU AT THE ORIGIN,2.5,3.75,3.0,3.0,2.75
8097,STSC-024,LIVES IN SCIENCE,1.67,2.67,2.0,2.0,2.0
8098,STSC-123,DARWIN'S LEGACY,2.9,2.61,2.48,2.07,2.65
8099,STSC-322,EDGAR ALLAN POE'S SCI,2.29,3.47,3.6,3.0,2.38
8100,STSC-400,RESEARCH SEMINAR,2.2,3.86,3.65,3.36,2.68
8101,STSC-079,ANIMAL CITY: Humans & Animals in Urban America 1850-Present,1.67,3.17,2.5,3.0,2.58
8102,HSOC-145,COMPARATIVE MEDICINE,2.33,2.82,2.74,3.17,2.42
8103,HSOC-413,PERFECT BODIES,2.36,3.27,2.55,2.73,2.82
8104,STSC-013,SCIENTIFIC REVOLUTION,3.4,2.75,2.0,2.8,3.6
8105,STSC-152,CHINESE SCIENCE,2.0,3.86,3.29,2.57,2.14
8106,STSC-379,ANIMALS IN SCI MED TECH,2.19,3.61,3.53,3.29,2.85
8107,HSOC-032,RISKY BUSINESS,1.5,3.3,3.51,3.26,1.69
8108,HSOC-107,SCI MED TECH COL INDIA,2.29,2.88,2.67,1.88,2.92
8109,HSOC-307,GLOBAL MED S. ASIA,3.25,3.5,2.75,2.75,4.0
8110,HSOC-226,SCIMEDTECH IN S. ASIA,2.63,3.75,2.25,2.13,3.5
8111,HSOC-241,STEM CELLS SCI & SOC,2.25,2.28,2.71,2.36,2.09
8112,HSOC-323,WRITING SCIENCE,1.75,3.88,3.38,3.0,2.0
8113,HSOC-431,COLD WAR SCI & MEDICINE,3.0,4.0,3.5,3.5,3.0
8114,STSC-201,HIST PHYS SCI 19&20TH C,2.24,2.79,2.99,3.33,2.23
8115,STSC-318,EXPERI IN MOD LIFE SCI,1.67,4.0,3.67,3.33,2.33
8116,ENGL-158,ADV JOURNALISTIC WRITING,2.01,3.55,3.23,2.97,2.2
8117,GSWS-242,SCI OF SEX & SEXUALITY,2.11,3.29,3.73,3.13,2.28
8118,STSC-107,SCI MED TECH COL INDIA,2.29,2.88,2.67,1.88,2.92
8119,PHIL-426,PHILOSOPHY OF PSYCHOLOGY,2.84,3.31,2.45,3.33,2.8
8120,HIST-231,TOPICS IN US HISTORY: JAPANESE/AMER INTERNMENT,2.49,3.39,3.3,2.93,2.89
8121,ARCH-314,COSMOPOLITAN URBANISM: RIO DE JANEIRO,2.83,3.58,3.7,3.67,2.83
8122,URBS-410,URBAN COMMUN & THE ARTS,2.3,3.18,2.66,2.47,2.49
8123,URBS-454,INFO WKSHP REDEV CITIES: Information Public Policy & The Redevelopment of Distrissed Cities,2.63,3.28,3.1,2.38,2.73
8124,NURS-640,HEALTH CARE & SOCIAL POLICY,2.67,3.53,3.5,3.37,2.87
8125,SYS-140,SYS APPR TO PROB SOLVING,1.62,3.17,2.74,2.13,2.15
8126,SYS-200,MOD ANALY OF DYNAMIC SYS,2.41,2.81,2.98,2.16,2.06
8127,SYS-301,ENGINEERING PROBABILITY,2.86,1.63,0.93,2.06,2.62
8128,SYS-302,ENGR APPLICATION STATS,3.21,3.13,1.88,2.1,2.69
8129,SYS-304,OPTIMIZATION OF SYSTEMS,2.73,2.85,2.01,2.46,2.8
8130,SYS-305,CONTROL OF SYSTEMS,2.85,2.08,2.08,1.64,2.59
8131,SYS-352,TRANSPORTATION ENG,2.46,3.21,2.82,2.25,3.11
8132,SYS-391,COMPUTER AIDED DESIGN,1.87,3.32,2.71,2.36,2.54
8133,SYS-441,STRUC SYS II - DYNAMICS,3.5,3.25,1.75,2.0,3.0
8134,SYS-462,CIVIL ENG SYSTEMS LAB,2.4,3.74,3.52,2.79,2.49
8135,SYS-502,INTRO TO SPATIAL ANLYSIS,3.36,3.53,2.96,2.63,3.24
8136,SYS-555,CITIES & TRANSP SYS,2.1,2.99,2.82,2.42,2.08
8137,SYS-564,ENV IMPACT ASSESSMENT,1.83,3.03,2.27,2.6,2.13
8138,SYS-250,LOGISTICS MANUFAC & TRAN,2.06,2.65,2.0,1.91,2.21
8139,SYS-508,INTEL & ANTM SOFTWRE AGT,2.22,3.5,3.25,2.88,2.22
8140,CHE-375,ENG & THE ENVIRONMENT,2.27,3.21,3.17,2.34,2.13
8141,SYS-303,STOCH SYS ANALYSIS SIMUL,2.1,2.99,1.43,2.71,2.27
8142,SYS-341,STRUC SYS I - STATICS,3.13,3.31,2.48,2.99,3.08
8143,SYS-342,DSGN PRINC IN STRUC SYS,2.25,3.75,3.2,2.66,2.08
8144,SYS-360,INTRO TO ENV SYSTEMS,2.27,3.21,3.17,2.34,2.13
8145,SYS-361,WTR AND WASTWTR TRTMNT,2.25,2.85,2.2,2.35,2.25
8146,SYS-390,COMP INTEG OF SYSTEMS,3.49,3.47,2.5,2.06,3.89
8147,SYS-400,ENGINEERING ECONOMICS,2.87,3.04,2.6,2.64,3.17
8148,SYS-405,SYSTEMS METHODOLOGY,2.25,2.79,2.48,2.38,2.15
8149,SYS-444,PROJECT MANAGEMENT,1.83,2.99,1.77,1.85,2.25
8150,SYS-506,ENG RELIABILITY,2.31,3.44,2.94,2.63,2.13
8151,SYS-554,URB TRANS SYS & TECH,2.65,3.54,3.05,3.0,3.0
8152,SYS-590,SYS METHODOLOGY,1.79,3.46,2.92,1.92,1.83
8153,OPIM-221,PROCESS MGMT IN MFG,2.28,3.57,3.19,2.75,2.37
8154,OPIM-261,RISK ANALY & ENV MGMT,2.13,3.04,2.48,2.27,2.4
8155,TAML-406,BEGINNING TAMIL,2.67,3.67,3.78,3.62,1.62
8156,TAML-446,ADVANCED TAMIL,2.17,3.83,3.63,3.72,1.75
8157,TCOM-370,DATA COMMUNICATIONS,2.89,3.23,2.87,2.17,2.83
8158,TCOM-501,NETWKING THEORY & FUND,3.38,2.92,2.74,2.63,3.19
8159,TCOM-510,WIRELESS NETWORKING,2.1,3.13,2.87,2.62,2.37
8160,TCOM-515,OPTICAL NETWORKING,3.46,2.9,2.74,2.8,3.24
8161,CIS-551,COMP & NETWORK SEC,2.56,2.69,2.66,2.55,2.57
8162,TCOM-500,INTRO TO NETWKS & PROTOC,2.53,2.79,1.79,2.03,2.15
8163,TCOM-503,WAVES/FIB/ANT FOR TCOM,3.17,3.4,3.28,2.64,3.0
8164,TCOM-502,BROADBAND NETWORKING,3.14,2.84,2.49,2.52,2.99
8165,TCOM-512,APP & TRANSPORT PROT,2.62,2.59,2.5,2.43,2.65
8166,EE-509,WAVES/FIB/ANT FOR TCOM,3.19,3.21,2.87,2.34,3.1
8167,EE-575,INTRO TO WIRELESS SYS,3.24,1.29,1.0,1.5,2.62
8168,ESE-509,WAVES/FIB/ANT FOR TCOM,3.17,3.4,3.28,2.64,3.0
8169,ESE-575,INTR TO WIRELESS SYSTEMS,3.08,2.69,1.94,2.24,2.52
8170,TCOM-514,WEB TECH/ARCH&INTGRATION,2.05,2.84,2.56,2.39,2.33
8171,TCOM-504,TELECOMMUNICATIONS LAB,3.24,2.36,2.46,2.12,3.73
8172,CIS-553,NETWORKED SYSTEMS,2.62,2.59,2.5,2.43,2.65
8173,ESE-404,INTRO NETWRKS & PROTOCOL,2.53,2.79,1.79,2.03,2.15
8174,TELU-429,INTERMEDIATE TELUGU,2.0,3.47,3.44,3.42,1.35
8175,TELU-430,INTERMDIATE TELUGU II,2.33,3.54,3.8,3.6,1.33
8176,THAR-110,WESTERN DRAMA,2.06,3.2,2.75,2.9,2.18
8177,THAR-114,PLAYWRITING WORKSHOP,2.03,3.33,3.62,3.37,2.43
8178,THAR-120,INTRODUCTION TO ACTING,1.74,3.09,3.42,2.7,1.81
8179,THAR-132,COSTUME,1.79,2.78,2.84,2.46,2.3
8180,THAR-133,CONCEPTS OF STAGE DESIGN,1.87,3.87,3.69,2.51,2.42
8181,THAR-171,MIME & MOVEMENT: MOVEMENT FOR THE ACTOR,1.12,2.89,3.18,2.83,1.17
